Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,Khối lượng,% Thay đổi
24/02/2022,80.1,82.3,82.4,79.3,6.37M,-2.91%
23/02/2022,82.5,82.1,82.5,82,1.44M,0.61%
22/02/2022,82,83,83.3,81.8,2.98M,-1.91%
21/02/2022,83.6,82.1,83.8,82,2.51M,1.70%
18/02/2022,82.2,82.5,82.8,82,2.91M,-1.08%
17/02/2022,83.1,82.8,83.5,82,2.87M,0.24%
16/02/2022,82.9,83.9,83.9,82.7,1.99M,-0.96%
15/02/2022,83.7,82,83.8,81.8,3.00M,2.32%
14/02/2022,81.8,81.7,84,80.7,4.97M,0.12%
11/02/2022,81.7,83,83.6,81.5,7.85M,-2.74%
10/02/2022,84,85.7,86,81.7,11.09M,-1.98%
09/02/2022,85.7,87.6,88.7,84.9,8.81M,-1.83%
08/02/2022,87.3,91.3,92.3,86.7,8.01M,-4.28%
07/02/2022,91.2,96.4,97.5,91.2,7.41M,-5.98%
28/01/2022,97,95.1,97,94.5,3.00M,0.52%
27/01/2022,96.5,96.5,96.5,94.2,2.56M,0.10%
26/01/2022,96.4,96.5,96.5,94.5,1.93M,0.42%
25/01/2022,96,95,97.7,93.4,3.20M,1.05%
24/01/2022,95,94.9,96,92.5,3.94M,-0.52%
21/01/2022,95.5,95.9,96,93.3,3.19M,0.53%
20/01/2022,95,94.6,96.3,94.6,1.69M,-0.84%
19/01/2022,95.8,95,95.9,93.5,2.48M,-0.10%
18/01/2022,95.9,97,97,94.1,2.03M,-1.13%
17/01/2022,97,99,99.2,94.5,2.63M,-1.92%
14/01/2022,98.9,98.2,99.6,98.2,1.02M,0.10%
13/01/2022,98.8,101,101,98.5,1.96M,-1.98%
12/01/2022,100.8,101.5,101.5,98,2.34M,-0.20%
11/01/2022,101,102,102,99.8,2.24M,-1.27%
10/01/2022,102.3,102.5,105.5,102.2,2.91M,0.10%
07/01/2022,102.2,106.4,106.4,102.2,3.11M,-2.20%
06/01/2022,104.5,101,106.4,100.5,5.06M,4.50%
05/01/2022,100,100.8,102.2,99.5,3.40M,-0.99%
04/01/2022,101,96,101.5,95.7,3.07M,6.20%
31/12/2021,95.1,95.2,96.3,94.2,1.27M,0.11%
30/12/2021,95,95.8,96.4,95,1.66M,-0.52%
29/12/2021,95.5,98,98,95.2,2.29M,-2.95%
28/12/2021,98.4,99.1,99.3,96.5,1.74M,-0.61%
27/12/2021,99,97,99,96.5,1.91M,2.59%
24/12/2021,96.5,96.5,96.9,95.1,1.42M,0.52%
23/12/2021,96,99.6,100,96,2.77M,-3.61%
22/12/2021,99.6,98.2,100.1,98.2,2.41M,1.53%
21/12/2021,98.1,99,100.8,98.1,1.47M,-0.91%
20/12/2021,99,102,102,99,1.37M,-2.94%
17/12/2021,102,100,102.7,98.8,6.66M,2.00%
16/12/2021,100,100,101.5,98.3,3.10M,0.00%
15/12/2021,100,102.7,102.7,99.9,2.90M,-2.44%
14/12/2021,102.5,103,103.1,101.6,2.63M,-0.68%
13/12/2021,103.2,102.7,104.5,101,4.08M,0.10%
10/12/2021,103.1,107,107.2,103.1,3.08M,-3.64%
09/12/2021,107,105,107.5,104,3.17M,1.04%
08/12/2021,105.9,106.5,107,103.5,3.54M,-0.75%
07/12/2021,106.7,107.4,107.5,105.6,3.03M,1.04%
06/12/2021,105.6,107.9,109,103.6,5.83M,0.09%
03/12/2021,105.5,109.1,109.6,105.5,5.15M,-1.59%
02/12/2021,107.2,106,108.5,105.1,4.43M,1.13%
01/12/2021,106,105,107.3,104,4.08M,0.95%
30/11/2021,105,105.5,106.9,103.5,4.67M,-0.28%
29/11/2021,105.3,99,105.3,98.5,8.74M,6.90%
26/11/2021,98.5,95.9,100,95.2,8.68M,4.79%
25/11/2021,94,94.8,94.8,93.8,1.40M,-0.11%
24/11/2021,94.1,94.8,95.2,93.5,2.05M,-0.74%
23/11/2021,94.8,94,95,93.5,1.38M,0.00%
22/11/2021,94.8,94.5,95,93,2.15M,0.00%
19/11/2021,94.8,94.6,96,94,2.03M,0.32%
18/11/2021,94.5,97,98.5,94.5,3.87M,-1.87%
17/11/2021,96.3,94.7,97,94.2,2.82M,1.58%
16/11/2021,94.8,95,95.1,93.9,1.64M,-0.21%
15/11/2021,95,94.5,95.1,94,1.92M,0.53%
12/11/2021,94.5,94.8,94.8,93.9,1.13M,-0.32%
11/11/2021,94.8,94.9,95,93.9,2.19M,-0.11%
10/11/2021,94.9,95.1,95.2,93.6,1.68M,0.00%
09/11/2021,94.9,95.4,95.4,93.2,2.37M,0.00%
08/11/2021,94.9,95,95.5,94.5,1.79M,-0.11%
05/11/2021,95,94.5,95,94,1.79M,0.00%
04/11/2021,95,95.2,95.5,94,1.88M,-0.31%
03/11/2021,95.3,95.8,95.8,93.9,3.57M,-0.52%
02/11/2021,95.8,95.7,96,94.9,1.65M,0.00%
01/11/2021,95.8,95.8,96,94.9,2.23M,0.00%
29/10/2021,95.8,94.2,96.5,94.2,2.27M,0.84%
28/10/2021,95,95,95.4,93.6,2.09M,0.00%
27/10/2021,95,92,95,91.6,3.91M,3.04%
26/10/2021,92.2,91.8,92.2,90.9,1.34M,0.11%
25/10/2021,92.1,91.9,92.5,91.2,1.34M,0.33%
22/10/2021,91.8,91,91.8,90.8,1.43M,0.88%
21/10/2021,91,91.7,92.6,91,2.85M,-1.41%
20/10/2021,92.3,92.3,92.5,89.9,3.13M,-0.11%
19/10/2021,92.4,92.6,92.7,91.5,1.69M,-0.22%
18/10/2021,92.6,92.3,92.9,91.1,2.04M,0.00%
15/10/2021,92.6,92.5,93,92,1.55M,0.11%
14/10/2021,92.5,93.2,93.2,91.5,2.68M,-0.64%
13/10/2021,93.1,93,93.8,92.8,2.58M,0.22%
12/10/2021,92.9,92,93,92,2.44M,1.09%
11/10/2021,91.9,89.4,92,89.4,2.69M,2.91%
08/10/2021,89.3,89,89.5,88.8,1.30M,0.56%
07/10/2021,88.8,88.3,89.5,88.3,2.29M,0.23%
06/10/2021,88.6,88.8,89,88.1,1.74M,0.00%
05/10/2021,88.6,87.8,88.8,87.1,2.37M,0.91%
04/10/2021,87.8,87.6,88,87.1,1.57M,0.11%
01/10/2021,87.7,88,88.4,87.2,1.73M,-0.34%
30/09/2021,88,86.5,89.4,86.5,3.40M,1.50%
29/09/2021,86.7,86.7,86.9,86,1.91M,0.23%
28/09/2021,86.5,85.3,87,85.2,2.39M,0.46%
27/09/2021,86.1,87,87.5,83.2,3.00M,-1.03%
24/09/2021,87,87.1,87.5,86.3,3.21M,-0.11%
23/09/2021,87.1,86.5,87.4,86.4,2.66M,1.16%
22/09/2021,86.1,85.6,86.9,85.4,2.85M,0.58%
21/09/2021,85.6,85.5,86.4,85,4.52M,-1.27%
20/09/2021,86.7,87,88.9,86,4.01M,-0.12%
17/09/2021,86.8,88,89.2,86.8,5.57M,-1.14%
16/09/2021,87.8,91.4,91.4,87.8,15.13M,-3.94%
15/09/2021,91.4,92,92.4,91.3,1.04M,-0.65%
14/09/2021,92,92.3,92.9,91.9,1.42M,0.00%
13/09/2021,92,91.8,93.4,91.6,1.83M,0.77%
10/09/2021,91.3,91.8,92,91.3,1.61M,0.00%
09/09/2021,91.3,92.2,92.4,91.3,2.70M,-0.76%
08/09/2021,92,94,94.3,92,2.51M,-2.02%
07/09/2021,93.9,95.5,95.5,93.9,2.28M,-1.16%
06/09/2021,95,94.4,95.8,94.2,1.93M,0.96%
01/09/2021,94.1,94.1,95,94.1,1.30M,0.00%
31/08/2021,94.1,94.1,95.1,93.8,1.53M,0.00%
30/08/2021,94.1,95,95.3,94.1,1.41M,-0.74%
27/08/2021,94.8,93,95,91.5,2.49M,1.83%
26/08/2021,93.1,94.6,94.6,93,1.77M,-1.59%
25/08/2021,94.6,95.4,95.4,93,2.06M,-0.84%
24/08/2021,95.4,96.4,97,95.1,1.42M,-0.83%
23/08/2021,96.2,97.5,97.7,95.8,2.16M,-1.54%
20/08/2021,97.7,100,102,97.2,4.95M,-6.06%
19/08/2021,104,97.9,104,96.7,3.52M,6.23%
18/08/2021,97.9,99,100.2,97.9,2.30M,-1.01%
17/08/2021,98.9,100,103.4,98.9,4.89M,0.60%
16/08/2021,98.311,99.556,100.178,98.311,3.47M,-0.27%
13/08/2021,98.578,99.111,99.733,98.222,2.38M,-0.18%
12/08/2021,98.756,98.667,100.356,98.222,2.06M,0.09%
11/08/2021,98.667,100.444,101.333,98.667,2.68M,-1.77%
10/08/2021,100.444,102.222,102.222,100.444,3.18M,-0.09%
09/08/2021,100.533,100.622,101.067,99.2,3.62M,-0.18%
06/08/2021,100.711,102.222,103.022,100.711,3.40M,-0.61%
05/08/2021,101.333,101.067,102.222,100.356,2.31M,0.00%
04/08/2021,101.333,102.667,103.467,101.333,3.24M,-0.44%
03/08/2021,101.778,97.244,102.222,96.889,8.20M,6.51%
02/08/2021,95.556,95.556,97.422,95.022,1.89M,0.28%
30/07/2021,95.289,95.111,95.378,94.222,2.63M,2.00%
29/07/2021,93.422,93.778,93.867,92.889,1.21M,-0.10%
28/07/2021,93.511,92.711,93.778,92.444,1.34M,0.86%
27/07/2021,92.711,93.333,94.044,92.711,1.62M,0.10%
26/07/2021,92.622,93.156,93.689,91.644,2.18M,0.19%
23/07/2021,92.444,94.4,96.711,92.444,3.47M,-2.07%
22/07/2021,94.4,92.444,94.933,92.178,2.52M,2.12%
21/07/2021,92.444,91.644,94.667,90.667,3.11M,0.97%
20/07/2021,91.556,91.2,91.822,88.889,2.40M,0.10%
19/07/2021,91.467,91.644,93.333,89.333,2.08M,-2.74%
16/07/2021,94.044,90.756,94.311,90.756,2.43M,3.72%
15/07/2021,90.667,91.556,92.178,89.956,2.91M,-0.97%
14/07/2021,91.556,91.556,94.578,90.667,2.91M,0.00%
13/07/2021,91.556,92.533,93.422,88,2.65M,-0.96%
12/07/2021,92.444,96.444,97.778,90.4,3.22M,-4.24%
09/07/2021,96.533,98.489,98.667,95.556,2.01M,-2.16%
08/07/2021,98.667,100.444,100.444,98.222,1.67M,-2.63%
07/07/2021,101.333,99.556,101.333,97.778,2.82M,1.78%
06/07/2021,99.556,102.222,103.111,99.556,3.38M,-2.61%
05/07/2021,102.222,104.444,104.444,102.133,3.11M,-2.13%
02/07/2021,104.444,104.978,105.689,104.444,2.01M,-0.93%
01/07/2021,105.422,106.4,106.578,105.333,2.47M,-0.34%
30/06/2021,105.778,104.889,108,104.889,3.02M,0.85%
29/06/2021,104.889,103.911,106.044,103.911,2.63M,1.11%
28/06/2021,103.733,104.444,104.533,103.733,1.92M,-0.68%
25/06/2021,104.444,104.178,104.889,103.733,1.98M,0.00%
24/06/2021,104.444,104.8,105.067,103.822,1.55M,0.51%
23/06/2021,103.911,104.889,104.978,103.556,1.44M,-0.51%
22/06/2021,104.444,104.889,105.511,104.089,2.43M,0.08%
21/06/2021,104.356,104.444,105.689,104.267,1.68M,0.00%
18/06/2021,104.356,104.889,105.156,104,2.01M,0.34%
17/06/2021,104,104.889,105.689,104,3.20M,-1.76%
16/06/2021,105.867,108.178,108.178,105.778,1.33M,-2.14%
15/06/2021,108.178,106.667,108.444,106.222,1.52M,1.42%
14/06/2021,106.667,105.067,107.111,104.978,2.17M,1.70%
11/06/2021,104.889,104,104.889,103.378,1.95M,1.29%
10/06/2021,103.556,105.333,105.956,103.556,3.30M,-1.94%
09/06/2021,105.6,106.667,107.556,104,2.04M,-0.83%
08/06/2021,106.489,111.022,111.733,105.778,3.04M,-2.60%
07/06/2021,109.333,109.156,112.444,108.444,4.14M,1.65%
04/06/2021,107.556,105.333,107.556,105.333,4.15M,2.11%
03/06/2021,105.333,104.889,105.6,104,2.80M,0.85%
02/06/2021,104.444,106.844,108.356,104,3.52M,-2.08%
01/06/2021,106.667,103.289,107.556,103.111,2.42M,2.13%
31/05/2021,104.444,106.489,106.667,103.111,2.08M,-1.92%
28/05/2021,106.489,106.756,109.333,105.778,2.08M,-0.42%
27/05/2021,106.933,107.467,107.556,105.778,2.34M,-1.15%
26/05/2021,108.178,108.444,108.622,107.111,1.89M,-0.49%
25/05/2021,108.711,108.8,108.8,107.733,1.70M,0.16%
24/05/2021,108.533,108.889,109.867,107.556,2.23M,-0.33%
21/05/2021,108.889,109.333,109.333,107.111,1.83M,-0.32%
20/05/2021,109.244,106.756,109.511,106.667,2.35M,2.33%
19/05/2021,106.756,106.667,107.556,104.978,2.45M,-0.74%
18/05/2021,107.556,110.222,112,107.556,2.76M,-2.42%
17/05/2021,110.222,112,115.556,110.222,2.72M,-1.04%
14/05/2021,111.378,112.444,112.889,109.511,2.94M,-0.95%
13/05/2021,112.444,113.778,115.556,112.444,1.94M,-2.54%
12/05/2021,115.378,115.556,117.333,113.778,1.56M,-0.92%
11/05/2021,116.444,117.778,118.578,116,1.31M,-1.13%
10/05/2021,117.778,117.333,117.778,114.756,1.24M,0.38%
07/05/2021,117.333,117.333,117.333,114.222,1.99M,-0.38%
06/05/2021,117.778,118.844,119.111,116.444,1.20M,-0.90%
05/05/2021,118.844,118.756,120.711,118.756,1.43M,0.07%
04/05/2021,118.756,116.089,119.911,112.8,1.95M,1.99%
29/04/2021,116.444,116.889,118.222,116.178,2.45M,-0.38%
28/04/2021,116.889,117.422,118.4,115.378,1.81M,-0.45%
27/04/2021,117.422,116.889,118.222,116.889,1.84M,0.46%
26/04/2021,116.889,123.556,124,116.444,2.74M,-4.92%
23/04/2021,122.933,123.378,124,118.222,4.96M,-0.36%
22/04/2021,123.378,126.222,127.022,122.222,3.73M,-3.00%
20/04/2021,127.2,128,129.689,127.111,3.50M,-0.63%
19/04/2021,128,126.311,128.178,125.422,3.17M,0.70%
16/04/2021,127.111,125.244,128.089,124.444,3.36M,1.49%
15/04/2021,125.244,124.356,128.889,124.356,3.85M,0.64%
14/04/2021,124.444,124.444,126.044,122.756,4.62M,-0.50%
13/04/2021,125.067,123.556,125.511,120.889,5.68M,6.59%
12/04/2021,117.333,111.022,118.044,109.689,3.92M,5.68%
09/04/2021,111.022,110.933,111.467,109.422,1.97M,-0.40%
08/04/2021,111.467,114.133,114.133,110.222,1.70M,-1.80%
07/04/2021,113.511,112.889,113.778,111.733,1.91M,0.55%
06/04/2021,112.889,110.489,115.111,110.222,2.23M,2.17%
05/04/2021,110.489,112,112.178,109.511,2.53M,1.06%
02/04/2021,109.333,110.133,110.133,108,2.54M,0.00%
01/04/2021,109.333,105.333,110.578,104,2.51M,4.33%
31/03/2021,104.8,104.444,106.222,104,3.18M,0.77%
30/03/2021,104,100.267,105.422,99.556,5.83M,3.72%
29/03/2021,100.267,100,100.889,99.822,3.53M,0.36%
26/03/2021,99.911,97.778,100.889,97.778,3.29M,1.81%
25/03/2021,98.133,95.378,99.911,95.2,4.86M,2.32%
24/03/2021,95.911,93.778,96,92.267,1.24M,1.31%
23/03/2021,94.667,94.222,95.111,93.422,1.16M,-0.75%
22/03/2021,95.378,96.356,96.356,92.889,1.10M,-1.01%
19/03/2021,96.356,93.867,96.356,93.867,1.83M,1.69%
18/03/2021,94.756,93.778,94.756,93.511,1.66M,1.81%
17/03/2021,93.067,92.622,93.6,92.444,1.42M,-0.66%
16/03/2021,93.689,94.222,94.222,93.244,1.53M,-0.57%
15/03/2021,94.222,94.133,94.4,93.689,2.96M,0.09%
12/03/2021,94.133,94.133,94.667,93.333,1.26M,0.00%
11/03/2021,94.133,94.222,96,93.867,1.25M,-0.09%
10/03/2021,94.222,92.889,94.222,90.756,648.34K,1.63%
09/03/2021,92.711,93.333,94.489,88.889,1.79M,-1.60%
08/03/2021,94.222,94.667,95.111,93.333,1.56M,-0.28%
05/03/2021,94.489,95.022,95.556,94.044,1.46M,-0.56%
04/03/2021,95.022,95.644,95.911,94.756,1.88M,0.00%
03/03/2021,95.022,94.756,96.178,94.667,1.21M,-1.20%
02/03/2021,96.178,96.444,96.978,94.4,1.04M,-0.28%
01/03/2021,96.444,97.689,97.689,95.733,874.91K,-0.46%
26/02/2021,96.889,94.4,97.689,94.4,1.04M,0.09%
25/02/2021,96.8,97.333,97.689,94.311,1.14M,0.65%
24/02/2021,96.178,99.022,99.022,94.222,1.07M,-1.64%
23/02/2021,97.778,96.178,99.289,95.556,1.57M,0.27%
22/02/2021,97.511,97.067,98.4,94.222,1.67M,0.64%
19/02/2021,96.889,95.644,97.333,95.111,1.61M,-0.91%
18/02/2021,97.778,95.556,97.778,94.311,1.61M,1.85%
17/02/2021,96,94.489,96,94.4,1.41M,1.69%
09/02/2021,94.4,92.444,94.667,90.222,1.98M,5.15%
08/02/2021,89.778,95.822,95.822,89.778,3.85M,-6.05%
05/02/2021,95.556,93.333,95.556,93.333,1.04M,2.38%
04/02/2021,93.333,95.467,95.556,90.667,1.15M,-2.33%
03/02/2021,95.556,93.333,96,93.333,1.91M,1.51%
02/02/2021,94.133,88,94.133,88,1.99M,6.97%
01/02/2021,88,88.356,91.556,87.822,1.51M,-0.40%
29/01/2021,88.356,82.222,88.444,82.222,1.90M,6.88%
28/01/2021,82.667,83.822,85.333,82.667,1.96M,-7.00%
27/01/2021,88.889,90.222,91.556,88.444,1.68M,-1.48%
26/01/2021,90.222,93.156,93.333,88.533,1.16M,-3.15%
25/01/2021,93.156,93.333,94.044,92.533,930.71K,-0.19%
22/01/2021,93.333,93.422,94.667,93.333,1.23M,-0.10%
21/01/2021,93.422,93.333,93.511,91.556,1.76M,1.74%
20/01/2021,91.822,91.556,93.333,91.111,2.11M,0.58%
19/01/2021,91.289,98.044,98.044,91.2,1.54M,-6.89%
18/01/2021,98.044,99.556,99.644,97.867,930.26K,-0.81%
15/01/2021,98.844,99.022,99.733,97.6,1.39M,0.72%
14/01/2021,98.133,99.111,99.822,97.778,1.62M,-0.63%
13/01/2021,98.756,101.689,101.867,98.756,1.39M,-2.88%
12/01/2021,101.689,103.111,103.111,101.067,1.10M,0.53%
11/01/2021,101.156,100.267,101.867,100.267,1.73M,1.79%
